Nodules	Area	Mean	Min	Max
187+184_9.xls:3	0.004	85.983	74	102
187+184_9.xls:4	0.007	84.219	68	104
187+184_9.xls:5	0.007	91.265	73	112
187+184_9.xls:6	0.007	81.479	64	98
187+184_9.xls:7	0.007	90.558	73	117
187+184_9.xls:8	0.005	98.2	84	115
187+184_9.xls:9	0.002	80.912	72	104
187+184_9.xls:10	0.003	90.938	77	106
187+184_9.xls:11	0.007	80.654	61	111
187+184_9.xls:12	0.009	87.691	72	110
187+184_9.xls:13	0.006	86.708	74	103
187+184_9.xls:14	0.008	82.46	71	108
187+184_9.xls:15	0.007	64.958	48	97
187+184_9.xls:16	0.009	102.511	94	124
187+184_9.xls:17	0.008	73.58	59	104
187+184_9.xls:18	0.01	85.986	70	111
187+184_9.xls:19	0.011	83.189	70	108
187+184_9.xls:20	0.015	86.825	71	120
187+184_9.xls:21	0.007	84.433	71	103
187+184_9.xls:22	0.012	83.523	71	98
187+184_9.xls:23	0.01	84.856	69	116
187+184_9.xls:24	0.013	101.125	88	121
187+184_9.xls:25	0.011	79.276	64	108
187+184_9.xls:26	0.015	75.623	58	95
187+200_1.xls:1	0.01	99.047	83	116
187+200_1.xls:2	0.009	103.38	85	131
187+200_1.xls:3	0.011	96.594	81	134
187+200_1.xls:4	0.011	101.251	91	132
187+200_1.xls:5	0.007	107.243	82	134
187+200_1.xls:6	0.01	107.855	95	133
187+200_1.xls:7	0.016	102.799	82	131
187+200_1.xls:8	0.015	103.128	89	132
187+200_1.xls:9	0.017	99.558	80	123
187+200_1.xls:10	0.011	106.255	92	142
187+200_1.xls:11	0.015	90.609	65	140
187+200_1.xls:12	0.011	103.639	74	142
187+200_10.xls:1	0.003	93	70	124
187+200_10.xls:2	0.013	78.398	60	123
187+200_10.xls:3	0.005	91	81	109
187+200_10.xls:4	0.012	87.588	73	120
187+200_10.xls:5	0.004	86.481	71	102
187+200_10.xls:6	0.005	94.289	76	116
187+200_10.xls:7	0.003	97.411	85	109
187+200_10.xls:8	0.004	107.047	99	119
187+200_10.xls:9	0.005	98.163	88	116
187+200_10.xls:10	0.004	93.964	75	124
187+200_10.xls:11	0.006	89.992	78	121
187+200_10.xls:12	0.004	100.367	85	127
187+200_10.xls:13	0.007	96.956	81	129
187+200_10.xls:14	0.006	97.492	84	113
187+200_10.xls:15	0.005	103.573	88	118
187+200_10.xls:16	0.004	111	100	126
187+200_10.xls:17	0.005	96.741	76	123
187+200_10.xls:18	0.004	95.476	84	117
187+200_10.xls:19	0.006	95.959	87	113
187+200_10.xls:20	0.007	96.671	88	115
187+200_10.xls:21	0.007	94.371	87	115
187+200_10.xls:22	0.007	97.236	77	123
187+200_10.xls:23	0.007	101.511	86	125
187+200_10.xls:24	0.007	104.301	96	121
187+200_10.xls:25	0.007	98.757	84	132
187+200_10.xls:26	0.007	95.75	78	132
187+200_10.xls:27	0.007	89.629	75	115
187+200_10.xls:28	0.005	100.104	88	120
187+200_10.xls:29	0.009	79.983	59	114
187+200_10.xls:30	0.006	101.21	85	125
187+200_10.xls:31	0.008	96.994	78	127
187+200_10.xls:32	0.01	104.644	92	126
187+200_10.xls:33	0.008	95.763	82	133
187+200_10.xls:34	0.009	94.774	73	127
187+200_10.xls:35	0.011	90.607	70	126
187+200_10.xls:36	0.004	103.988	92	129
187+200_10.xls:37	0.007	88.449	75	122
187+200_10.xls:38	0.006	90.937	79	108
187+200_10.xls:39	0.01	103.757	88	125
187+200_10.xls:40	0.008	97.641	89	113
187+200_10.xls:41	0.005	98.067	86	119
187+200_10.xls:42	0.011	78.81	50	112
187+200_10.xls:43	0.01	83.659	69	107
187+200_10.xls:44	0.007	92.985	78	115
187+200_10.xls:45	0.011	90.289	77	123
187+200_10.xls:46	0.008	89.835	73	110
187+200_2.xls:1	0.011	82.796	64	115
187+200_2.xls:2	0.013	85.325	60	125
187+200_2.xls:3	0.006	89.214	76	118
187+200_2.xls:4	0.011	79.969	61	111
187+200_2.xls:5	0.011	86.763	70	119
187+200_2.xls:6	0.009	97.856	79	115
187+200_2.xls:7	0.013	101.262	83	129
187+200_2.xls:8	0.006	99.618	81	121
187+200_2.xls:9	0.009	87.188	73	116
187+200_2.xls:10	0.007	88.057	70	116
187+200_2.xls:11	0.009	89.246	71	129
187+200_2.xls:12	0.015	91.607	71	129
187+200_2.xls:13	0.012	85.768	68	121
187+200_2.xls:14	0.006	101.626	88	124
187+200_2.xls:15	0.015	86.03	67	119
187+200_2.xls:16	0.011	83.432	67	126
187+200_3.xls:1	0.01	85.893	70	112
187+200_3.xls:2	0.008	95.439	81	114
187+200_3.xls:3	0.006	87.92	67	109
187+200_3.xls:4	0.009	87.367	65	120
187+200_3.xls:5	0.01	92.984	75	123
187+200_3.xls:6	0.007	86.587	72	110
187+200_3.xls:7	0.009	105.319	94	119
187+200_3.xls:8	0.007	107.382	96	123
187+200_3.xls:9	0.008	98.669	83	125
187+200_3.xls:10	0.007	105.905	86	136
187+200_3.xls:11	0.017	73.812	52	117
187+200_3.xls:12	0.008	100.47	65	136
187+200_3.xls:13	0.007	106.85	89	128
187+200_3.xls:14	0.007	97.679	77	115
187+200_3.xls:15	0.005	112.65	99	130
187+200_3.xls:16	0.007	103.1	86	121
187+200_3.xls:17	0.01	94.318	72	132
187+200_3.xls:18	0.008	94.475	80	123
187+200_3.xls:19	0.009	102.619	86	131
187+200_3.xls:20	0.006	103.169	84	130
187+200_3.xls:21	0.006	105.008	90	129
187+200_3.xls:22	0.01	90.724	70	119
187+200_3.xls:23	0.009	106.727	93	125
187+200_3.xls:24	0.008	115.555	101	135
187+200_3.xls:25	0.005	97.031	76	134
187+200_3.xls:26	0.015	86.277	67	125
187+200_3.xls:27	0.009	91.381	75	123
187+200_3.xls:28	0.013	102.306	86	133
187+200_3.xls:29	0.022	97.023	63	128
187+200_3.xls:30	0.009	101.056	82	132
187+200_3.xls:31	0.002	111.614	103	128
187+200_3.xls:32	0.01	117.623	106	130
187+200_3.xls:33	0.009	85.632	67	116
187+200_4.xls:1	0.007	102.319	79	135
187+200_4.xls:2	0.011	95.731	78	130
187+200_4.xls:3	0.012	101.504	74	146
187+200_4.xls:4	0.004	106.645	77	150
187+200_4.xls:5	0.011	100.797	69	143
187+200_5.xls:1	0.024	114.081	91	138
187+200_5.xls:2	0.046	103.676	82	131
187+200_5.xls:3	0.013	108.697	89	132
187+200_5.xls:4	0.104	71.276	37	133
187+200_5.xls:5	0.019	103.753	83	143
187+200_5.xls:6	0.012	112.474	95	140
187+200_5.xls:7	0.01	119.647	95	143
187+200_5.xls:8	0.019	88.766	54	133
187+200_5.xls:9	0.02	110.56	90	138
187+200_5.xls:10	0.011	107.859	93	132
187+200_5.xls:11	0.013	96.589	80	128
187+200_5.xls:12	0.02	108.853	90	131
187+200_5.xls:13	0.026	104.986	88	133
187+200_5.xls:14	0.026	111.667	96	141
187+200_5.xls:15	0.014	117.381	98	146
187+200_5.xls:16	0.007	122.491	75	145
187+200_5.xls:17	0.015	119.214	103	141
187+200_6.xls:1	0.015	79.35	65	112
187+200_6.xls:2	0.015	80.673	65	130
187+200_6.xls:3	0.015	78.609	57	102
187+200_6.xls:4	0.005	79.274	66	103
187+200_6.xls:5	0.007	79.415	63	105
187+200_6.xls:6	0.007	77.386	59	108
187+200_6.xls:7	0.006	87.269	74	102
187+200_6.xls:8	0.004	78.576	64	116
187+200_6.xls:9	0.009	83.046	68	117
187+200_6.xls:10	0.008	75.311	57	106
187+200_6.xls:11	0.008	87.805	73	129
187+200_6.xls:12	0.005	86.07	75	111
187+200_6.xls:13	0.006	88.402	72	122
187+200_6.xls:14	0.009	83.52	61	120
187+200_6.xls:15	0.006	84.922	73	106
187+200_6.xls:16	0.004	82.489	67	113
187+200_6.xls:17	0.01	87.702	72	124
187+200_7.xls:1	0.01	103.378	81	122
187+200_7.xls:2	0.006	119.009	104	140
187+200_7.xls:3	0.009	106.939	89	135
187+200_7.xls:4	0.012	100.641	73	142
187+200_7.xls:5	0.004	109.386	88	140
187+200_7.xls:6	0.008	104.63	87	127
187+200_7.xls:7	0.009	96.206	75	126
187+200_7.xls:8	0.008	105.577	88	131
187+200_7.xls:9	0.007	106.504	79	135
187+200_8.xls:1	0.006	103.44	95	116
187+200_8.xls:2	0.006	100.381	86	116
187+200_8.xls:3	0.007	106.308	94	127
187+200_8.xls:4	0.009	93.688	81	114
187+200_8.xls:5	0.005	116.928	100	136
187+200_8.xls:6	0.007	105.515	89	131
187+200_8.xls:7	0.006	100.047	82	133
187+200_8.xls:8	0.006	121.35	106	136
187+200_8.xls:9	0.006	104.838	93	119
187+200_9.xls:1	0.008	109.695	96	145
187+200_9.xls:2	0.002	109.9	100	126
187+200_9.xls:3	0.008	101.175	86	118
187+200_9.xls:4	0.004	99.765	62	137
187+200_9.xls:5	0.009	100.788	87	134
187+200_9.xls:6	0.009	107.445	91	136
187+200_9.xls:7	0.012	89.886	69	120
187+200_9.xls:8	0.007	95.836	71	134
187_1.xls:1	0.013	100.651	82	139
187_1.xls:2	0.007	94.92	69	133
187_1.xls:3	0.005	98.185	71	129
187_1.xls:4	0.009	92.986	77	117
187_1.xls:5	0.009	106.403	92	127
187_1.xls:6	0.007	107.716	90	126
187_1.xls:7	0.024	92.805	71	122
187_1.xls:8	0.008	102.102	83	127
187_1.xls:9	0.01	104.007	89	138
187_1.xls:10	0.015	98.274	69	143
187_1.xls:11	0.006	103.587	68	136
187_1.xls:12	0.006	110.057	91	137
187_1.xls:13	0.009	105.454	87	134
187_1.xls:14	0.012	99.392	82	137
187_1.xls:15	0.006	91.942	70	121
187_1.xls:16	0.009	96.734	80	123
187_1.xls:17	0.008	102.571	89	123
187_1.xls:18	0.006	103.835	86	121
187_1.xls:19	0.005	96.921	84	131
187_1.xls:20	0.006	94.762	61	132
187_1.xls:21	0.009	95.577	77	135
187_1.xls:22	0.012	88.368	52	125
187_1.xls:23	0.006	87.338	65	132
187_10.xls:1	0.005	98.114	86	114
187_10.xls:2	0.005	109.557	96	126
187_10.xls:3	0.006	110.873	99	131
187_10.xls:4	0.005	107.629	88	130
187_10.xls:5	0.006	106.62	82	126
187_10.xls:6	0.006	106.43	87	132
187_10.xls:7	0.005	101.913	79	130
187_10.xls:8	0.006	102.86	88	128
187_10.xls:9	0.006	96.625	79	115
187_10.xls:10	0.007	85.146	64	112
187_10.xls:11	0.009	91.905	64	126
187_10.xls:12	0.005	92.271	77	114
187_10.xls:13	0.011	107.16	87	140
187_10.xls:14	0.008	98.67	72	137
187_10.xls:15	0.005	105.758	92	124
187_10.xls:16	0.004	109.279	96	138
187_10.xls:17	0.004	110.638	98	125
187_10.xls:18	0.008	94.154	75	123
187_10.xls:19	0.008	106.587	87	133
187_10.xls:20	0.005	108.853	94	130
187_10.xls:21	0.008	109.067	89	137
187_4.xls:1	0.006	79.544	47	119
187_4.xls:2	0.007	88.546	69	124
187_4.xls:3	0.007	89.278	62	118
187_4.xls:4	0.012	91.358	76	120
187_4.xls:5	0.01	91.846	66	122
187_4.xls:6	0.01	92.672	62	114
187_4.xls:7	0.01	91.243	73	115
187_4.xls:8	0.009	90.707	66	117
187_4.xls:9	0.01	90.099	71	125
187_4.xls:10	0.009	91.801	72	120
187_4.xls:11	0.01	91.407	72	126
187_4.xls:12	0.013	79.281	55	125
187_4.xls:13	0.01	86.588	63	118
187_4.xls:14	0.014	86.215	71	115
187_4.xls:15	0.012	81.343	58	112
187_4.xls:16	0.01	84.575	62	108
187_4.xls:17	0.009	89.124	56	122
187_4.xls:18	0.014	85.852	65	123
187_4.xls:19	0.01	89.476	71	123
187_4.xls:20	0.011	87.771	72	123
187_4.xls:21	0.014	75.481	46	121
187_4.xls:22	0.011	79.864	66	120
187_4.xls:23	0.02	71.997	41	111
187_5.xls:1	0.013	80.691	58	110
187_5.xls:2	0.008	107.598	84	128
187_5.xls:3	0.007	86.456	68	107
187_5.xls:4	0.003	76.2	59	105
187_5.xls:5	0.007	65.181	45	95
187_5.xls:6	0.007	73.5	51	96
187_5.xls:7	0.006	71.036	49	109
187_5.xls:8	0.006	73.356	49	100
187_6.xls:1	0.008	101.847	88	118
187_6.xls:2	0.01	99.645	81	117
187_6.xls:3	0.01	95.566	77	112
187_6.xls:4	0.013	87.64	67	105
187_6.xls:5	0.011	91.267	74	113
187_6.xls:6	0.015	81.559	63	117
187_6.xls:7	0.012	71.182	42	103
187_6.xls:8	0.009	86.287	70	118
187_6.xls:9	0.007	103.943	85	121
187_6.xls:10	0.004	97.625	77	111
187_6.xls:11	0.006	79.077	56	105
187_6.xls:12	0.012	81.284	61	107
187_6.xls:13	0.007	95.048	81	119
187_6.xls:14	0.007	76.052	35	115
187_7.xls:1	0.011	104.843	81	127
187_7.xls:2	0.01	102.962	69	133
187_7.xls:3	0.014	97.11	76	122
187_7.xls:4	0.011	101.113	84	120
187_7.xls:5	0.009	103.546	89	133
187_7.xls:6	0.018	101.083	82	131
187_7.xls:7	0.014	95.101	82	133
187_7.xls:8	0.016	90.151	66	123
187_7.xls:9	0.012	101.573	85	132
187_7.xls:10	0.012	90.77	62	130
187_7.xls:11	0.01	98.875	72	137
187_7.xls:12	0.007	92.917	60	140
187_7.xls:13	0.014	78.39	42	138
187_7.xls:14	0.006	93.58	57	129
187_7.xls:15	0.006	104.783	80	131
2+131_1.xls:1	0.018	75.328	30	155
2+131_1.xls:2	0.013	94.198	73	143
2+131_1.xls:3	0.02	103.107	59	185
2+131_1.xls:4	0.021	65.355	38	112
2+131_1.xls:5	0.018	72.547	45	120
2+131_1.xls:6	0.031	69.868	33	129
2+131_1.xls:7	0.004	77.725	54	105
2+131_1.xls:8	0.013	70.898	34	127
2+131_10A.xls:1	0.015	74.85	54	112
2+131_10A.xls:2	0.01	77.786	55	111
2+131_10A.xls:3	0.013	85.065	54	121
2+131_10A.xls:4	0.006	91.814	64	123
2+131_10A.xls:5	0.046	74.289	36	131
2+131_10A.xls:6	0.01	88.252	68	123
2+131_10A.xls:7	0.035	61.103	31	123
2+131_10A.xls:8	0.008	104.913	87	137
2+131_10A.xls:9	0.011	83.605	62	118
2+131_10A.xls:10	0.012	78.763	59	115
2+131_10A.xls:11	0.007	98.589	83	129
2+131_10A.xls:12	0.009	99.744	75	134
2+131_10B.xls:1	0.014	83.972	57	131
2+131_10B.xls:2	0.005	110.958	96	126
2+131_10B.xls:3	0.027	78.983	56	130
2+131_10B.xls:4	0.025	78.718	48	141
2+131_10B.xls:5	0.02	72.549	51	124
2+131_10B.xls:6	0.019	87.957	57	132
2+131_10B.xls:7	0.017	77.557	51	128
2+131_10B.xls:8	0.013	81.397	67	112
2+131_10B.xls:9	0.019	57.238	34	120
2+131_10B.xls:10	0.058	59.399	27	139
2+131_10B.xls:11	0.022	93.205	76	125
2+131_10B.xls:12	0.037	78.662	57	128
2+131_10B.xls:13	0.034	83.894	66	114
2+131_10B.xls:14	0.036	79.094	56	145
2+131_10B.xls:15	0.011	102.125	82	138
2+131_10B.xls:16	0.011	108.489	94	134
2+131_10B.xls:17	0.032	75.543	42	125
2+131_2.xls:1	0.022	70.494	47	109
2+131_2.xls:2	0.016	81.215	59	107
2+131_2.xls:3	0.008	96.311	72	115
2+131_2.xls:4	0.01	86.251	57	136
2+131_2.xls:5	0.016	71.225	45	128
2+131_2.xls:6	0.013	90.303	67	140
2+131_2.xls:7	0.026	76.059	45	136
2+131_3.xls:1	0.017	82.397	64	112
2+131_3.xls:2	0.011	85.744	62	112
2+131_3.xls:3	0.016	75.358	48	119
2+131_3.xls:4	0.018	72.454	49	106
2+131_3.xls:5	0.017	77.461	48	137
2+131_3.xls:6	0.023	84.778	56	144
2+131_6.xls:1	0.026	79.063	60	112
2+131_6.xls:2	0.038	70.341	46	127
2+131_6.xls:3	0.033	66.508	42	110
2+131_6.xls:4	0.005	93.261	77	120
2+131_6.xls:5	0.005	87.013	64	121
2+131_6.xls:6	0.004	93.867	62	133
2+131_6.xls:7	0.006	94.14	65	135
2+131_6.xls:8	0.028	85.624	63	139
2+131_6.xls:9	0.017	83.212	59	122
2+131_6.xls:10	0.022	73.932	49	126
2+131_6.xls:11	0.009	83.947	61	130
2+131_6.xls:12	0.033	69.933	43	139
2+131_6.xls:13	0.011	91.955	71	129
2+131_6.xls:14	0.024	73.071	45	124
2+131_6.xls:15	0.063	61.352	32	122
2+131_6.xls:16	0.052	78.977	50	142
2+131_6.xls:17	0.016	100.157	78	133
2+131_6.xls:18	0.023	72.559	44	133
2+131_6.xls:19	0.021	69.241	42	132
2+131_6.xls:20	0.039	67.938	36	135
2+131_6.xls:21	0.013	75.693	30	126
2+131_6.xls:22	0.019	68.104	41	116
2+131_6.xls:23	0.006	94.479	71	135
2+131_6.xls:24	0.006	102.615	88	121
2+131_6.xls:25	0.038	71.116	48	106
2+131_6.xls:26	0.015	77.768	58	111
2+131_6.xls:27	0.01	92.892	76	130
2+131_6.xls:28	0.021	79.787	44	134
2+131_6.xls:29	0.004	119.889	109	134
2+131_6.xls:30	0.045	69.093	34	136
2+131_6.xls:31	0.01	105.278	81	135
2+131_6.xls:32	0.012	98.26	82	121
2+131_6.xls:33	0.008	97.69	82	118
2+131_6.xls:34	0.007	89.637	73	119
2+131_6.xls:35	0.01	91.651	70	122
2+131_6.xls:36	0.02	83.977	53	128
2+131_7A.xls:1	0.007	84.177	62	124
2+131_7A.xls:2	0.011	72.338	48	123
2+131_7A.xls:3	0.011	73.644	46	125
2+131_7A.xls:4	0.015	78.548	62	129
2+131_7A.xls:5	0.006	79.913	39	131
2+131_7A.xls:6	0.022	67.883	44	127
2+131_7A.xls:7	0.029	60.123	38	121
2+131_7A.xls:8	0.069	54.722	26	120
2+131_7A.xls:9	0.071	67.592	44	130
2+131_7A.xls:10	0.03	71.131	53	124
2+131_7A.xls:11	0.018	82.161	53	134
2+131_7A.xls:12	0.021	82.216	61	130
2+131_7A.xls:13	0.039	65.124	42	129
2+131_7A.xls:14	0.016	67.028	50	120
2+131_7B.xls:1	0.018	74.542	56	134
2+131_7B.xls:2	0.007	102.248	73	138
2+131_7B.xls:3	0.006	112.974	89	139
2+131_7B.xls:4	0.036	72.769	49	123
2+131_7B.xls:5	0.018	82.014	53	132
2+131_7B.xls:6	0.022	85.412	59	124
2+131_7B.xls:7	0.021	104.535	82	143
2+131_7B.xls:8	0.034	90.823	72	126
2+131_7B.xls:9	0.007	107.164	91	145
2+131_7B.xls:10	0.016	98.164	73	139
2+131_7B.xls:11	0.089	77.84	38	138
2+131_7B.xls:12	0.024	91.738	65	120
2+131_7B.xls:13	0.04	78.268	47	127
2+131_8.xls:1	0.007	97.312	81	130
2+131_8.xls:2	0.008	93.115	64	131
2+131_8.xls:3	0.009	70.558	51	125
2+131_8.xls:4	0.022	68.196	49	132
2+131_8.xls:5	0.019	72.519	48	132
2+131_8.xls:6	0.026	70.771	50	131
2+131_8.xls:7	0.008	80.732	67	116
2+131_9.xls:1	0.043	81.95	64	146
2+131_9.xls:2	0.029	61.908	41	112
2+131_9.xls:3	0.063	43.797	26	108
2+131_9.xls:4	0.03	65.873	42	117
2+131_9.xls:5	0.017	72.898	49	126
2+131_9.xls:6	0.022	68.062	51	121
2+131_9.xls:7	0.016	70.762	47	113
2+131_9.xls:8	0.016	60.394	39	116
2+131_9.xls:9	0.044	79.933	59	138
2+131_9.xls:10	0.015	78.236	47	138
2+131_9.xls:11	0.024	63.708	35	117
2+131_9.xls:12	0.04	63.241	47	110
2+131_9.xls:13	0.034	59.464	32	127
2+131_9.xls:14	0.053	52.737	31	93
2+131_9.xls:15	0.048	56.511	35	84
2+131_9.xls:16	0.047	56.005	38	108
2+131_9.xls:17	0.043	92.851	67	147
2+131_9.xls:18	0.077	56.688	37	136
2+131_9.xls:19	0.022	58.337	34	130
2+131_9.xls:20	0.014	78.188	55	125
2+156_1.xls:1	0.02	78.051	53	123
2+156_1.xls:2	0.015	60.457	37	122
2+156_1.xls:3	0.008	82.451	63	133
2+156_1.xls:4	0.007	83.044	64	133
2+156_1.xls:5	0.01	72.436	54	111
2+156_1.xls:6	0.009	69.312	58	95
2+156_1.xls:7	0.019	63.51	43	104
2+156_1.xls:8	0.012	71.411	53	110
2+156_1.xls:9	0.024	71.014	42	123
2+156_1.xls:10	0.025	75.092	46	123
2+156_1.xls:11	0.01	83.297	52	133
2+156_10A.xls:1	0.004	101.8	80	130
2+156_10A.xls:2	0.008	99.56	78	137
2+156_10A.xls:3	0.007	88	66	141
2+156_10A.xls:4	0.008	90.962	62	134
2+156_10A.xls:5	0.024	95.239	66	145
2+156_10A.xls:6	0.004	107.986	92	142
2+156_10A.xls:7	0.03	88.85	64	122
2+156_10A.xls:8	0.031	74.933	48	121
2+156_10A.xls:9	0.011	81.417	59	110
2+156_10A.xls:10	0.022	82.173	64	128
2+156_10B.xls:1	0.014	91.72	78	122
2+156_10B.xls:2	0.018	70.19	52	96
2+156_10B.xls:3	0.014	78.151	39	111
2+156_10B.xls:4	0.016	83.559	30	129
2+156_10B.xls:5	0.02	81.564	63	129
2+156_10B.xls:6	0.015	76.045	54	104
2+156_10B.xls:7	0.018	95.17	56	127
2+156_2.xls:1	0.011	93.98	74	125
2+156_2.xls:2	0.019	82.899	55	131
2+156_2.xls:3	0.005	87.484	61	125
2+156_2.xls:4	0.006	114.096	88	137
2+156_2.xls:5	0.008	103.255	79	137
2+156_2.xls:6	0.01	103.593	80	134
2+156_2.xls:7	0.014	103.784	86	133
2+156_2.xls:8	0.007	93.767	72	113
2+156_2.xls:9	0.012	79.544	51	128
2+156_2.xls:10	0.009	81.977	59	131
2+156_2.xls:11	0.028	77.818	54	138
2+156_2.xls:12	0.023	74.844	55	125
2+156_2.xls:13	0.005	110.93	98	132
2+156_2.xls:14	0.016	73.091	49	118
2+156_2.xls:15	0.008	109.93	94	127
2+156_2.xls:16	0.004	114.981	108	125
2+156_2.xls:17	0.028	75.536	53	115
2+156_2.xls:18	0.01	102.151	87	123
2+156_2.xls:19	0.06	63.331	37	126
2+156_2.xls:20	0.054	74.053	47	132
2+156_2.xls:21	0.01	107.648	96	138
2+156_3.xls:1	0.009	109.49	86	153
2+156_3.xls:2	0.009	104.125	85	137
2+156_3.xls:3	0.01	81.487	58	102
2+156_3.xls:4	0.015	82.875	47	136
2+156_3.xls:5	0.01	78.857	61	122
2+156_3.xls:6	0.006	97.278	75	136
2+156_3.xls:7	0.007	87.599	55	141
2+156_3.xls:8	0.004	100.885	71	139
2+156_3.xls:9	0.006	127.272	110	166
2+156_3.xls:10	0.007	119.994	98	148
2+156_3.xls:11	0.005	110.451	84	141
2+156_4.xls:1	0.021	78.192	58	108
2+156_4.xls:2	0.011	83.985	62	119
2+156_4.xls:3	0.017	71.233	44	116
2+156_4.xls:4	0.013	95.732	70	125
2+156_4.xls:5	0.011	88.183	59	118
2+156_6.xls:1	0.019	78.826	51	118
2+156_6.xls:2	0.029	97.639	65	127
2+156_6.xls:3	0.025	100.537	71	135
2+156_6.xls:4	0.015	102.759	66	130
2+156_6.xls:5	0.024	112.398	93	135
2+156_6.xls:6	0.019	109.628	92	131
2+156_6.xls:7	0.02	112.028	94	136
2+156_6.xls:8	0.022	91.823	70	121
2+156_7A.xls:1	0.007	63.229	48	97
2+156_7A.xls:2	0.008	77.368	65	104
2+156_7A.xls:3	0.006	70.737	50	107
2+156_7A.xls:4	0.019	56.839	44	100
2+156_7A.xls:5	0.016	51.994	36	106
2+156_7A.xls:6	0.017	49.014	32	94
2+156_7A.xls:7	0.011	67.356	48	104
2+156_7A.xls:8	0.007	60.224	43	84
2+156_7A.xls:9	0.006	69.244	50	106
2+156_7A.xls:10	0.003	76.962	62	102
2+156_7A.xls:11	0.006	79.657	66	109
2+156_7A.xls:12	0.063	47.438	27	107
2+156_7B.xls:1	0.007	56.111	40	101
2+156_7B.xls:2	0.016	45.286	29	108
2+156_7B.xls:3	0.025	47.854	30	100
2+156_7B.xls:4	0.028	51.285	26	110
2+156_7B.xls:5	0.014	48.83	30	88
2+156_7B.xls:6	0.017	50.378	35	80
2+156_7B.xls:7	0.017	40.955	27	80
2+156_7B.xls:8	0.021	43.725	26	81
2+156_7B.xls:9	0.006	74	56	101
2+156_7B.xls:10	0.007	58.47	36	120
2+156_7B.xls:11	0.061	35.975	18	95
2+156_7B.xls:12	0.005	60.673	45	104
2+156_7B.xls:13	0.008	66.92	55	96
2+156_7B.xls:14	0.032	41.854	24	94
2+156_7B.xls:15	0.02	50.695	35	93
2+156_7B.xls:16	0.027	42.109	26	81
2+156_7B.xls:17	0.003	88.024	69	119
2+156_7B.xls:18	0.002	86.8	70	110
2+156_7B.xls:19	0.003	75.382	60	97
2+156_7B.xls:20	0.053	45.388	27	103
2+156_7B.xls:21	0.027	45.979	30	91
2+156_7B.xls:22	0.029	47.867	27	94
2+156_7B.xls:23	0.037	39.002	25	77
2+156_7B.xls:24	0.007	61.542	48	90
2+156_7B.xls:25	0.004	124.363	82	175
2+156_7B.xls:26	0.016	60.467	40	107
2+156_7B.xls:27	0.029	46.436	27	102
2+156_8.xls:1	0.013	98.801	76	130
2+156_8.xls:2	0.02	100.106	83	124
2+156_8.xls:3	0.024	89.637	63	120
2+156_8.xls:4	0.017	83.282	55	114
2+156_8.xls:5	0.013	99.149	73	125
2+156_8.xls:6	0.014	101.004	73	130
2+156_8.xls:7	0.011	107.067	91	124
2+156_8.xls:8	0.01	98.44	73	125
2+156_8.xls:9	0.006	114.682	98	130
2+156_8.xls:10	0.018	108.921	86	134
2+156_8.xls:11	0.011	92.543	70	121
2+156_8.xls:12	0.01	102.212	76	125
2+156_8.xls:13	0.011	95.14	71	125
2+156_8.xls:14	0.005	109.476	92	132
2+156_8.xls:15	0.026	107.661	85	134
2+156_9.xls:1	0.03	68.599	52	98
2+156_9.xls:2	0.029	68.4	49	95
2+156_9.xls:3	0.032	61.761	39	103
2+156_9.xls:4	0.016	67.04	49	102
2+156_9.xls:5	0.023	69.705	43	112
2+156_9.xls:6	0.023	70.119	44	113
2+156_9.xls:7	0.023	61.04	40	113
2+156_9.xls:8	0.03	62.833	34	115
2+156_9.xls:9	0.014	81.914	50	113
2+156_9.xls:10	0.017	76.059	48	107
2+156_9.xls:11	0.015	73.296	49	104
2+156_9.xls:12	0.036	49.623	32	97
2+156_9.xls:13	0.01	80.375	62	110
2+156_9.xls:14	0.013	59.903	41	90
2+156_9.xls:15	0.016	73.377	44	112
2+156_9.xls:16	0.025	62.268	35	120
2+184_1.xls:1	0.013	102.238	86	121
2+184_1.xls:2	0.011	113.307	97	137
2+184_1.xls:3	0.021	94.082	69	128
2+184_1.xls:4	0.05	70.826	43	135
2+184_1.xls:5	0.017	93.73	76	124
2+184_1.xls:6	0.035	77.741	48	130
2+184_1.xls:7	0.034	88.099	55	135
2+184_1.xls:8	0.005	124.953	112	136
2+184_1.xls:9	0.015	87.013	66	117
2+184_1.xls:10	0.026	92.798	71	126
2+184_1.xls:11	0.005	116.036	106	129
2+184_1.xls:12	0.025	94.901	69	131
2+184_1.xls:13	0.014	86.338	60	117
2+184_1.xls:14	0.034	86.147	60	129
2+184_1.xls:15	0.007	100.483	83	131
2+184_1.xls:16	0.031	91.138	62	136
2+184_1.xls:17	0.029	74.882	51	115
2+184_1.xls:18	0.014	97.005	85	119
2+184_1.xls:19	0.015	96.223	72	126
2+184_1.xls:20	0.015	94.93	78	125
2+184_1.xls:21	0.027	88.993	69	124
2+184_1.xls:22	0.016	98.129	75	138
2+184_1.xls:23	0.028	90.574	70	133
2+184_1.xls:24	0.028	110.086	95	138
2+184_1.xls:25	0.028	73.185	50	112
2+184_10.xls:1	0.017	75.207	59	116
2+184_10.xls:2	0.075	55.871	31	122
2+184_10.xls:3	0.064	65.513	45	114
2+184_10.xls:4	0.035	70.137	51	113
